,productid,flavor_n_pos,flavor_avg_pos,flavor_sum_pos,flavor_n_neg,flavor_abg_neg,flavor_sum_neg,flavor_n_neu,flavor_avg,taste_n_pos,taste_avg_pos,taste_sum_pos,taste_n_neg,taste_abg_neg,taste_sum_neg,taste_n_neu,taste_avg,product_n_pos,product_avg_pos,product_sum_pos,product_n_neg,product_abg_neg,product_sum_neg,product_n_neu,product_avg,price_n_pos,price_avg_pos,price_sum_pos,price_n_neg,price_abg_neg,price_sum_neg,price_n_neu,price_avg,quality_n_pos,quality_avg_pos,quality_sum_pos,quality_n_neg,quality_abg_neg,quality_sum_neg,quality_n_neu,quality_avg,brand_n_pos,brand_avg_pos,brand_sum_pos,brand_n_neg,brand_abg_neg,brand_sum_neg,brand_n_neu,brand_avg,texture_n_pos,texture_avg_pos,texture_sum_pos,texture_n_neg,texture_abg_neg,texture_sum_neg,texture_n_neu,texture_avg,package_n_pos,package_avg_pos,package_sum_pos,package_n_neg,package_abg_neg,package_sum_neg,package_n_neu,package_avg,variety_n_pos,variety_avg_pos,variety_sum_pos,variety_n_neg,variety_abg_neg,variety_sum_neg,variety_n_neu,variety_avg,smell_n_pos,smell_avg_pos,smell_sum_pos,smell_n_neg,smell_abg_neg,smell_sum_neg,smell_n_neu,smell_avg
17,B001EO5TPM,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
18,B005DUM9UQ,2,1.75,3.5,0,0.0,0.0,3,0.7,3,1.05,3.16,2,-3.38,-6.75,1,-0.6,3,1.78,5.33,1,-3.0,-3.0,2,0.39,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
19,B000E7VI7S,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,-3.0,-3.0,0,-3.0,0,0.0,0.0,1,-0.18,-0.18,0,-0.18,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
20,B001GVISJC,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,2.67,2.67,0,0.0,0.0,0,2.67,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
21,B006SQBRMA,0,0.0,0.0,0,0.0,0.0,0,0.0,2,3.08,6.15,0,0.0,0.0,0,3.08,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
22,B0059WXJKM,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.3,1.3,1,-1.0,-1.0,0,0.15,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
23,B001EPPI84,1,1.0,1.0,0,0.0,0.0,1,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
24,B004X2KR36,0,0.0,0.0,1,-1.5,-1.5,0,-1.5,3,2.6,7.8,0,0.0,0.0,1,1.95,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,2.0,2.0,0,0.0,0.0,0,2.0,1,2.0,2.0,0,0.0,0.0,0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
25,B005R8JE8O,0,0.0,0.0,0,0.0,0.0,0,0.0,1,2.0,2.0,0,0.0,0.0,0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
26,B0066DMI6Y,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
27,B003ZFRKGO,1,1.5,1.5,2,-2.75,-5.5,2,-0.8,2,1.25,2.5,0,0.0,0.0,0,1.25,0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
28,B0019CW0HE,1,1.3,1.3,1,-3.0,-3.0,1,-0.57,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.93,1.93,0,0.0,0.0,0,1.93,1,1.5,1.5,1,-3.0,-3.0,0,-0.75,1,1.5,1.5,0,0.0,0.0,0,1.5,1,0.5,0.5,0,0.0,0.0,1,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,-3.0,-3.0,0,-3.0
29,B004K2IHUO,0,0.0,0.0,0,0.0,0.0,0,0.0,1,3.67,3.67,1,-1.12,-1.12,0,1.27,1,5.0,5.0,0,0.0,0.0,1,2.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
30,B001REEG6C,1,2.33,2.33,0,0.0,0.0,0,2.33,2,2.62,5.25,0,0.0,0.0,0,2.62,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3,3.1,9.3,0,0.0,0.0,0,3.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
31,B000J0HIT2,0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
32,B0037LW78C,0,0.0,0.0,0,0.0,0.0,0,0.0,3,3.56,10.67,0,0.0,0.0,0,3.56,0,0.0,0.0,0,0.0,0.0,0,0.0,1,2.75,2.75,1,-0.4,-0.4,0,1.18,2,1.55,3.1,0,0.0,0.0,0,1.55,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
33,B0026Y3YBK,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
34,B003SE19UK,0,0.0,0.0,0,0.0,0.0,0,0.0,1,2.35,2.35,0,0.0,0.0,0,2.35,0,0.0,0.0,2,-1.92,-3.83,0,-1.92,1,1.0,1.0,0,0.0,0.0,0,1.0,3,2.11,6.32,0,0.0,0.0,0,2.11,3,2.39,7.18,0,0.0,0.0,0,2.39,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0
35,B003OB0IB8,5,2.5,12.51,2,-0.92,-1.83,1,1.33,0,0.0,0.0,1,-1.5,-1.5,1,-0.75,1,3.0,3.0,0,0.0,0.0,0,3.0,2,1.16,2.32,1,-0.33,-0.33,0,0.66,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
36,B002SRYRE8,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.33,0.33,0,0.0,0.0,1,0.17,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
37,B001GVISJW,0,0.0,0.0,1,-3.0,-3.0,0,-3.0,0,0.0,0.0,1,-1.33,-1.33,0,-1.33,0,0.0,0.0,0,0.0,0.0,1,0.0,1,2.76,2.76,0,0.0,0.0,0,2.76,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.5,0.5,0,0.0,0.0,0,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,1,3.0,3.0,0,0.0,0.0,0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
38,B0017I8UME,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,-3.0,-3.0,0,-3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,-1.44,-1.44,0,-1.44,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.33,0.33,0,0.0,0.0,0,0.33,1,0.07,0.07,0,0.0,0.0,0,0.07
39,B0064KU9HO,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,1.0,0,0.0,0.0,0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
40,B0037ZFEW4,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,4.0,4.0,0,0.0,0.0,0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
41,B00374XSVY,1,1.1,1.1,0,0.0,0.0,0,1.1,1,2.67,2.67,0,0.0,0.0,0,2.67,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.1,1.1,0,0.0,0.0,0,1.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
42,B005P0HHGK,0,0.0,0.0,0,0.0,0.0,0,0.0,1,2.7,2.7,0,0.0,0.0,0,2.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
43,B002HQAXUW,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
44,B000SV90J8,3,3.57,10.72,0,0.0,0.0,0,3.57,2,2.61,5.22,0,0.0,0.0,0,2.61,1,7.0,7.0,0,0.0,0.0,0,7.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
45,B0036VM05I,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
